TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks
31600,2024-02-16,Jasola Vihar,Barakhamba Road,9.62,70.49,79.55,18.0,Single,
88376,2024-02-04,Central Secretariat,Kashmere Gate,5.42,159.5,40.5,27.0,Tourist Card,weekend
51910,2023-06-29,Rajiv Chowk,Chandni Chowk,6.04,83.24,29.15,16.0,Smart Card,off-peak
89821,2024-07-06,Kashmere Gate,Pragati Maidan,1.16,128.72,11.15,19.0,Tourist Card,
24012,2024-06-15,Dilshad Garden,Barakhamba Road,11.6,32.7,97.34,20.0,Single,maintenance
75577,2024-01-31,Noida City Centre,Kashmere Gate,14.99,102.65,60.77,18.0,Tourist Card,
99095,2023-08-08,Noida City Centre,Rajouri Garden,1.21,43.25,97.9,26.0,Single,weekend
104668,2024-07-26,Laxmi Nagar,Pragati Maidan,5.98,59.6,113.12,19.0,Tourist Card,peak
85148,2023-12-15,Noida City Centre,Rajiv Chowk,1.33,66.15,54.59,18.0,Tourist Card,
124522,2023-02-03,Mandi House,Kalkaji Mandir,6.61,82.49,26.87,17.0,Smart Card,off-peak
13229,2022-04-30,Inderlok,Jasola Vihar,1.82,140.22,37.69,21.0,Smart Card,weekend
11134,2024-01-14,Rajiv Chowk,Hauz Khas,7.9,121.88,64.81,16.0,Tourist Card,weekend
7493,2023-01-04,Central Secretariat,Mandi House,2.85,84.19,7.6,21.0,Tourist Card,maintenance
134583,2023-04-29,Noida City Centre,Shivaji Park,2.5700000000000003,59.82,108.36,20.0,Single,weekend
68555,2023-07-25,Kashmere Gate,Kalkaji Mandir,1.32,134.81,44.77,26.0,Smart Card,festival
66842,2023-06-25,New Delhi,Mandi House,1.16,118.42,9.3,18.0,Smart Card,peak
52387,2024-11-21,Rajiv Chowk,Chandni Chowk,2.98,68.19,91.4,25.0,Single,weekend
10694,2022-07-31,Model Town,Noida City Centre,2.85,101.81,102.37,13.0,Tourist Card,
132901,2023-03-22,Central Secretariat,Dilshad Garden,4.5,11.51,85.92,18.0,Single,peak
21004,2022-03-22,KALKAJI MANDIR,Hauz Khas,6.9,26.74,110.76,25.0,Tourist Card,weekend
139451,2024-11-09,Model Town,Shivaji Park,2.52,149.06,50.16,16.0,Smart Card,weekend
68111,2023-11-28,Central Secretariat,Model Town,3.06,195.46,106.57,25.0,Tourist Card,peak
24340,2023-11-29,Jasola Vihar,Laxmi Nagar,15.44,47.26,83.44,17.0,Smart Card,weekend
37984,2022-06-11,Model Town,Janakpuri West,5.54,141.87,104.76,20.0,Smart Card,
127074,2024-12-16,Mandi House,Rajouri Garden,5.88,24.52,98.4,16.0,Tourist Card,peak
135637,2023-02-26,New Delhi,Model Town,5.54,170.0,63.94,23.0,Tourist Card,maintenance
103830,2024-06-11,Hauz Khas,Dilshad Garden,8.6,176.77,95.56,23.0,Smart Card,peak
57138,2023-07-09,Rajouri Garden,Noida City Centre,1.81,199.3,87.11,20.0,Single,maintenance
30175,2023-03-30,Laxmi Nagar,Jasola Vihar,3.85,54.7,73.79,22.0,Smart Card,peak
71499,2023-07-01,LAXMI NAGAR,Netaji Subhash Place,4.0,22.16,48.97,21.0,Single,maintenance
950,2023-10-17,Hauz Khas,Shivaji Park,3.73,25.5,94.48,23.0,Tourist Card,off-peak
29756,2023-03-13,Kalkaji Mandir,Mandi House,6.5,35.36,104.46,20.0,Smart Card,festival
108996,2024-05-14,Rajiv Chowk,Janakpuri West,1.54,117.27,60.47,19.0,Tourist Card,off-peak
5492,2024-04-03,Rajiv Chowk,Rajiv Chowk,8.59,23.51,72.99,22.0,Single,weekend
72293,2023-04-18,Kashmere Gate,Mandi House,7.78,89.61,37.12,22.0,Smart Card,weekend
86836,2022-06-20,New Delhi,Kashmere Gate,4.71,48.11,92.51,20.0,Smart Card,off-peak
138012,2023-02-04,Jasola Vihar,Janakpuri West,1.22,122.66,82.67,33.0,Smart Card,festival
14500,2023-05-10,Model Town,Noida City Centre,1.22,76.78,113.09,15.0,Tourist Card,
26204,2023-05-05,Dilshad Garden,AIIMS,12.4,80.34,92.52,15.0,Smart Card,off-peak
77616,2023-01-09,Rajiv Chowk,Old Delhi,11.54,107.55,52.67,21.0,Tourist Card,maintenance
24846,2023-01-22,Model Town,Laxmi Nagar,2.02,127.29,36.32,15.0,Tourist Card,
59494,2024-04-26,New Delhi,Kirti Nagar,3.55,23.35,118.02,20.0,Tourist Card,peak
44033,2022-04-04,Laxmi Nagar,Jasola Vihar,2.34,93.58,58.66,22.0,Tourist Card,weekend
114112,2024-09-08,Rajiv Chowk,AIIMS,2.54,182.29,31.8,20.0,Smart Card,
68985,2022-01-17,rajouri garden,Jasola Vihar,5.5600000000000005,45.64,25.23,26.0,Tourist Card,festival
123139,2023-11-20,New Delhi,Rajiv Chowk,1.42,188.77,60.08,20.0,Tourist Card,
149912,2022-06-15,Mandi House,Punjabi Bagh,9.91,57.27,5.96,22.0,Tourist Card,
148383,2023-10-11,New Delhi,Pragati Maidan,16.5,175.1,83.27,12.0,Tourist Card,off-peak
76988,2022-04-01,Mandi House,New Delhi,1.6,42.38,42.24,16.0,Tourist Card,festival
99913,2023-06-02,Kashmere Gate,Model Town,6.46,88.46,9.84,14.0,Tourist Card,
16108,2024-05-24,AIIMS,Shivaji Park,1.9500000000000002,14.12,101.66,26.0,Smart Card,off-peak
9503,2023-09-02,Laxmi Nagar,Pragati Maidan,0.85,28.07,23.96,19.0,Tourist Card,maintenance
10871,2022-03-14,AIIMS,Laxmi Nagar,0.51,79.8,42.05,25.0,Tourist Card,
57863,2022-06-12,AIIMS,Old Delhi,17.96,102.7,98.25,29.0,Tourist Card,weekend
61113,2023-12-17,Jasola Vihar,Shivaji Park,1.18,135.12,35.03,17.0,Tourist Card,festival
40012,2023-08-29,Jasola Vihar,New Delhi,3.84,41.8,19.47,20.0,Tourist Card,maintenance
20490,2022-09-09,rajouri garden,Old Delhi,7.09,104.63,64.88,26.0,Smart Card,festival
77364,2024-04-03,Noida City Centre,Jasola Vihar,0.9500000000000001,19.14,98.77,25.0,Tourist Card,
5615,2023-04-07,Rajouri Garden,Old Delhi,1.18,56.3,18.15,21.0,Single,weekend
71708,2023-12-25,MANDI HOUSE,Chandni Chowk,3.05,197.42,30.25,20.0,Tourist Card,peak
110430,2022-08-11,Rajiv Chowk,Laxmi Nagar,1.53,168.84,46.68,17.0,Tourist Card,off-peak
66971,2023-09-13,Rajiv Chowk,Kashmere Gate,4.65,104.35,72.87,21.0,Smart Card,festival
103168,2022-04-18,Rajiv Chowk,Noida City Centre,5.92,105.7,39.02,16.0,Tourist Card,weekend
58394,2024-08-15,Rajiv Chowk,Jasola Vihar,1.38,111.0,55.94,24.0,Tourist Card,off-peak
47168,2024-06-18,New Delhi,Pragati Maidan,1.02,174.97,96.34,17.0,Smart Card,peak
109111,2022-01-06,Inderlok,Rajiv Chowk,0.99,87.63,22.62,19.0,Tourist Card,off-peak
26380,2022-03-23,Kashmere Gate,Chandni Chowk,1.27,68.52,80.84,27.0,Tourist Card,festival
62852,2023-10-21,New Delhi,Rajouri Garden,6.96,54.28,90.34,20.0,Tourist Card,festival
112813,2022-02-13,Model Town,AIIMS,1.74,23.29,24.49,14.0,Single,
15839,2024-10-27,Hauz Khas,Laxmi Nagar,17.63,63.55,68.93,20.0,Smart Card,weekend
62517,2022-07-13,Chandni Chowk,Kalkaji Mandir,4.7,41.16,43.9,20.0,Tourist Card,maintenance
98437,2022-05-04,Mandi House,Model Town,5.05,152.24,118.17,30.0,Tourist Card,weekend
109545,2023-04-09,Rajouri Garden,Janakpuri West,4.01,16.07,94.45,17.0,Single,maintenance
32103,2023-07-30,Chandni Chowk,Pragati Maidan,5.26,140.62,75.05,20.0,Single,maintenance
28202,2023-07-20,RAJIV CHOWK,Pragati Maidan,5.41,72.06,29.23,19.0,Smart Card,off-peak
52640,2022-10-24,AIIMS,Jasola Vihar,2.52,55.81,24.93,21.0,Single,peak
86739,2024-05-24,Noida City Centre,Central Secretariat,3.68,59.52,73.14,,Smart Card,festival
13381,2022-04-02,Inderlok,Jasola Vihar,7.6,162.97,101.15,32.0,Tourist Card,weekend
20591,2023-08-10,Inderlok,Jasola Vihar,5.05,74.57,32.95,17.0,Smart Card,weekend
6060,2024-06-29,Noida City Centre,Rajiv Chowk,0.85,38.62,93.89,23.0,Tourist Card,off-peak
73283,2024-04-06,Janakpuri West,Rajiv Chowk,1.69,80.65,52.35,28.0,Single,peak
7848,2023-06-25,Chandni Chowk,Rajouri Garden,2.96,115.79,22.87,19.0,Tourist Card,off-peak
114103,2022-09-25,Mandi House,Kashmere Gate,11.05,70.07,13.82,17.0,Tourist Card,festival
64067,2022-10-15,New Delhi,Rajiv Chowk,3.9,111.68,93.42,17.0,Smart Card,
147005,2023-06-24,Model Town,Jasola Vihar,9.12,134.48,89.16,26.0,Tourist Card,festival
114481,2023-08-08,Rajiv Chowk,Hauz Khas,6.03,112.43,56.8,20.0,Single,festival
83910,2023-05-31,Inderlok,Noida City Centre,1.34,125.87,116.05,24.0,Tourist Card,maintenance
101374,2024-09-10,AIIMS,Old Delhi,13.22,106.15,118.69,19.0,Smart Card,maintenance
36931,2022-11-27,Chandni Chowk,Old Delhi,5.46,149.85,44.11,20.0,Tourist Card,maintenance
50489,2022-01-26,MANDI HOUSE,Noida City Centre,2.49,67.48,78.76,18.0,,maintenance
14469,2023-10-03,Jasola Vihar,Kashmere Gate,7.8100000000000005,99.34,39.94,22.0,Tourist Card,maintenance
75079,2022-03-30,New Delhi,Dilshad Garden,2.92,37.14,66.56,16.0,Smart Card,peak
41661,2024-03-19,Central Secretariat,New Delhi,7.3,14.86,79.17,16.0,Tourist Card,weekend
51286,2024-04-25,Mandi House,Chandni Chowk,1.6099999999999999,27.79,11.99,16.0,Tourist Card,maintenance
136573,2023-06-25,Mandi House,Kashmere Gate,4.33,195.74,46.73,26.0,Smart Card,maintenance
141622,2024-02-13,Rajiv Chowk,Barakhamba Road,1.75,136.02,17.64,17.0,Single,maintenance
99945,2023-05-26,Rajouri Garden,Kirti Nagar,6.34,118.14,31.36,24.0,Tourist Card,
73036,2023-12-30,Jasola Vihar,Netaji Subhash Place,3.33,12.62,62.93,15.0,Single,off-peak
105167,2024-01-12,Hauz Khas,Rajiv Chowk,7.18,174.58,50.44,22.0,Tourist Card,weekend
57281,2023-10-20,noida city centre,Mandi House,3.74,43.84,91.13,16.0,Tourist Card,festival
105216,2022-07-02,Noida City Centre,AIIMS,6.9,166.41,29.73,30.0,Single,off-peak
101381,2024-01-10,Kashmere Gate,Rajiv Chowk,1.26,27.7,12.38,19.0,Tourist Card,maintenance
115961,2024-12-29,Kashmere Gate,AIIMS,5.19,79.57,58.8,22.0,Tourist Card,maintenance
3167,2024-10-12,Rajouri Garden,Janakpuri West,4.28,190.65,105.05,18.0,Tourist Card,festival
39707,2022-04-26,chandni chowk,Rajouri Garden,2.18,182.08,101.32,22.0,Tourist Card,weekend
95642,2023-07-25,Mandi House,Laxmi Nagar,10.35,100.72,116.08,16.0,Single,peak
121711,2022-03-29,Rajiv Chowk,Inderlok,7.83,29.03,58.89,21.0,Smart Card,festival
59437,2022-09-23,Laxmi Nagar,Kashmere Gate,10.65,180.13,116.59,23.0,Tourist Card,
116508,2024-09-10,Rajiv Chowk,Inderlok,10.17,80.38,115.52,17.0,Tourist Card,peak
34413,2022-06-18,Rajiv Chowk,AIIMS,2.98,88.64,53.86,27.0,Single,peak
147041,2023-10-31,Rajiv Chowk,Pragati Maidan,0.55,46.39,50.73,30.0,Single,festival
81717,2023-06-22,Noida City Centre,Netaji Subhash Place,0.6000000000000001,36.32,20.63,22.0,Tourist Card,festival
227,2024-12-01,Rajouri Garden,Old Delhi,4.28,103.01,33.82,19.0,Tourist Card,weekend
23193,2022-10-25,AIIMS,Noida City Centre,6.62,16.1,81.13,21.0,Tourist Card,
67285,2023-12-03,dilshad garden,Old Delhi,1.37,184.87,55.99,17.0,Tourist Card,maintenance
822,2022-01-06,laxmi nagar,Punjabi Bagh,0.68,104.73,39.77,16.0,Tourist Card,festival
25883,2023-12-26,Noida City Centre,New Delhi,1.1400000000000001,75.7,97.68,21.0,Tourist Card,weekend
101069,2022-01-13,RAJIV CHOWK,Old Delhi,1.3,199.15,64.31,24.0,Single,festival
42211,2023-08-24,Rajiv Chowk,AIIMS,3.34,54.89,89.71,21.0,Smart Card,maintenance
82731,2024-05-25,Mandi House,Netaji Subhash Place,4.12,61.73,29.01,28.0,Single,peak
74524,2022-09-03,Inderlok,Rajouri Garden,1.5,68.8,26.08,27.0,Tourist Card,peak
94269,2022-02-16,Janakpuri West,New Delhi,3.83,48.53,54.62,19.0,Single,maintenance
44275,2022-07-18,Noida City Centre,Model Town,5.79,117.15,68.03,25.0,Tourist Card,festival
87325,2022-09-09,Noida City Centre,Hauz Khas,2.15,178.46,68.82,18.0,Tourist Card,maintenance
148331,2024-06-16,Inderlok,Laxmi Nagar,2.59,164.83,18.67,20.0,Tourist Card,weekend
136765,2022-12-31,Rajiv Chowk,Chandni Chowk,1.19,182.66,89.6,17.0,Smart Card,
120992,2024-06-06,Mandi House,Kalkaji Mandir,1.13,59.18,118.56,21.0,Tourist Card,weekend
19142,2024-02-24,Chandni Chowk,Central Secretariat,3.12,81.44,90.06,31.0,Tourist Card,
119190,2023-06-29,Rajiv Chowk,Kalkaji Mandir,1.5,169.19,111.49,23.0,Tourist Card,peak
148181,2024-05-12,AIIMS,Chandni Chowk,2.56,148.91,7.89,20.0,Tourist Card,festival
128765,2022-04-19,Inderlok,Kirti Nagar,9.41,33.04,53.14,13.0,Smart Card,
93112,2023-10-23,RAJOURI GARDEN,Kirti Nagar,5.41,51.54,23.18,14.0,Tourist Card,peak
116461,2024-06-29,Noida City Centre,Kashmere Gate,1.98,188.29,89.27,21.0,Single,weekend
127758,2022-09-02,Janakpuri West,Kalkaji Mandir,2.91,108.47,112.14,22.0,Single,weekend
74828,2024-01-18,Rajiv Chowk,AIIMS,8.03,147.59,30.97,27.0,Tourist Card,festival
142067,2023-02-26,Mandi House,Inderlok,7.34,103.48,83.54,12.0,Tourist Card,off-peak
118239,2022-09-28,Rajiv Chowk,Rajiv Chowk,4.69,104.35,97.78,27.0,Single,off-peak
90658,2022-02-03,Kashmere Gate,Jasola Vihar,1.33,40.32,67.76,23.0,Tourist Card,peak
64232,2023-03-30,Central Secretariat,AIIMS,1.28,55.32,28.36,14.0,Single,festival
144541,2022-09-25,Central Secretariat,Kalkaji Mandir,33.1,127.12,114.24,16.0,Smart Card,peak
99294,2023-01-28,Chandni Chowk,Rajiv Chowk,3.7,102.14,69.62,19.0,Single,off-peak
80283,2024-10-26,Inderlok,Rajiv Chowk,6.53,131.28,102.52,17.0,Smart Card,
147677,2023-01-07,Kashmere Gate,Central Secretariat,2.08,185.6,22.05,32.0,Tourist Card,off-peak
65236,2022-07-26,Rajiv Chowk,Shivaji Park,10.65,45.34,54.6,25.0,Smart Card,peak
31896,2023-09-12,Rajiv Chowk,Janakpuri West,1.9100000000000001,133.97,90.46,20.0,Tourist Card,maintenance
77993,2024-04-16,New Delhi,AIIMS,2.77,63.9,10.19,22.0,Tourist Card,
73894,2024-05-03,New Delhi,Janakpuri West,1.9300000000000002,14.89,7.83,18.0,Tourist Card,
90203,2023-10-10,New Delhi,Jasola Vihar,3.63,194.51,51.93,20.0,Single,
81654,2024-09-10,Laxmi Nagar,Punjabi Bagh,0.6000000000000001,106.75,24.41,18.0,Smart Card,weekend
89436,2024-11-03,Chandni Chowk,Netaji Subhash Place,1.02,143.94,8.43,15.0,Single,maintenance
126742,2022-12-13,Rajiv Chowk,Netaji Subhash Place,2.37,16.91,94.71,16.0,Smart Card,off-peak
6096,2024-03-23,Chandni Chowk,Rajiv Chowk,0.8200000000000001,185.86,75.22,14.0,Single,weekend
110242,2022-05-17,Inderlok,Rajouri Garden,12.36,175.0,36.7,21.0,Tourist Card,
77183,2024-09-01,Rajiv Chowk,Model Town,1.56,166.7,97.07,15.0,Tourist Card,maintenance
129825,2023-04-28,New Delhi,New Delhi,3.03,25.73,116.64,18.0,Tourist Card,maintenance
65731,2023-12-04,Mandi House,Central Secretariat,1.13,141.95,95.92,27.0,Tourist Card,off-peak
49333,2023-04-17,Janakpuri West,Kirti Nagar,10.66,48.15,90.66,22.0,Tourist Card,off-peak
3223,2022-04-02,Kalkaji Mandir,Chandni Chowk,4.72,142.69,63.55,13.0,Smart Card,
90707,2022-01-18,Janakpuri West,Old Delhi,1.92,127.98,35.47,15.0,Single,off-peak
57556,2022-10-30,New Delhi,Janakpuri West,3.2800000000000002,90.36,76.19,16.0,Smart Card,
23018,2023-04-20,Hauz Khas,New Delhi,3.73,70.59,102.39,19.0,Single,festival
29385,2023-08-28,Rajiv Chowk,Kirti Nagar,2.04,61.58,27.92,,Tourist Card,
57061,2024-08-03,Dilshad Garden,Kalkaji Mandir,1.31,104.18,95.54,23.0,Single,peak
39589,2023-09-02,Kalkaji Mandir,Jasola Vihar,3.09,54.98,106.1,14.0,Tourist Card,weekend
98822,2023-08-17,Rajiv Chowk,Janakpuri West,24.43,71.16,118.38,14.0,Tourist Card,festival
38759,2023-04-28,New Delhi,Model Town,7.34,141.42,39.3,21.0,Smart Card,
137636,2023-09-25,Janakpuri West,Jasola Vihar,9.74,161.68,79.17,19.0,Tourist Card,festival
145040,2024-05-18,Jasola Vihar,Barakhamba Road,3.17,100.64,108.87,19.0,Smart Card,maintenance
51324,2022-10-26,HAUZ KHAS,Kalkaji Mandir,1.01,133.07,9.51,28.0,Smart Card,peak
115810,2023-05-10,Rajiv Chowk,Dilshad Garden,5.79,169.08,34.7,18.0,Tourist Card,
12388,2023-05-10,Rajiv Chowk,AIIMS,0.98,157.52,50.77,14.0,Tourist Card,
20333,2024-04-18,Dilshad Garden,Punjabi Bagh,8.7,69.81,32.32,19.0,Tourist Card,off-peak
115707,2022-06-27,Dilshad Garden,Janakpuri West,4.23,172.1,102.65,21.0,Single,weekend
118151,2023-01-22,Noida City Centre,Chandni Chowk,7.59,41.3,70.33,26.0,Tourist Card,off-peak
42961,2024-11-26,Rajiv Chowk,Janakpuri West,7.32,91.97,11.62,16.0,Smart Card,weekend
73032,2022-05-19,Chandni Chowk,Inderlok,1.56,97.74,78.94,20.0,Tourist Card,peak
81821,2023-07-15,Central Secretariat,Barakhamba Road,3.93,99.64,75.47,20.0,Single,peak
75117,2023-06-05,Inderlok,Barakhamba Road,2.16,114.34,61.95,23.0,Single,
52002,2024-11-03,Model Town,Punjabi Bagh,0.91,56.31,52.05,24.0,Smart Card,weekend
122230,2022-09-17,Kashmere Gate,Dilshad Garden,13.36,179.54,89.42,25.0,Smart Card,
77941,2024-04-01,Mandi House,Shivaji Park,2.9,81.0,98.13,24.0,Smart Card,festival
54601,2022-05-02,Noida City Centre,Central Secretariat,8.41,175.24,15.71,19.0,Tourist Card,maintenance
120535,2022-02-19,Inderlok,Jasola Vihar,3.68,37.24,19.52,28.0,Smart Card,
124026,2023-03-27,model town,Pragati Maidan,0.6900000000000001,151.47,21.85,18.0,Tourist Card,peak
25145,2022-01-04,Kalkaji Mandir,Dilshad Garden,2.7800000000000002,177.68,76.75,23.0,Tourist Card,off-peak
18634,2024-02-21,Model Town,Rajiv Chowk,9.8,21.86,118.45,26.0,Tourist Card,off-peak
804,2023-10-27,Model Town,Rajouri Garden,2.08,111.19,117.76,20.0,Single,off-peak
116160,2024-09-07,Rajouri Garden,Old Delhi,5.14,150.46,75.33,29.0,Smart Card,festival
99590,2024-04-12,Laxmi Nagar,Kirti Nagar,5.33,73.9,73.3,16.0,Smart Card,
5331,2022-10-11,Mandi House,Mandi House,9.13,54.68,90.11,19.0,Single,festival
65482,2022-08-20,Rajouri Garden,New Delhi,1.6099999999999999,147.64,52.68,20.0,Single,maintenance
32811,2022-03-13,NEW DELHI,Old Delhi,7.33,121.75,89.2,17.0,Tourist Card,peak
140869,2022-11-28,Dilshad Garden,Kirti Nagar,3.33,173.84,85.7,21.0,Tourist Card,maintenance
144083,2022-03-04,Mandi House,AIIMS,3.29,141.43,5.18,24.0,Tourist Card,festival
107922,2023-03-02,Inderlok,Mandi House,7.03,49.89,98.22,21.0,Tourist Card,maintenance
86746,2022-12-18,Kalkaji Mandir,Rajiv Chowk,7.82,121.38,103.8,22.0,Tourist Card,off-peak
54707,2023-07-30,Rajiv Chowk,Inderlok,10.43,75.01,88.29,24.0,Smart Card,weekend
41494,2024-02-17,Noida City Centre,Pragati Maidan,1.76,61.86,63.01,17.0,Tourist Card,
29973,2022-10-07,Model Town,Rajiv Chowk,2.32,65.88,7.03,28.0,,weekend
23948,2024-05-08,Dilshad Garden,Kirti Nagar,0.72,61.84,88.53,,Single,
76137,2024-07-11,Jasola Vihar,Rajiv Chowk,0.6900000000000001,138.79,17.19,13.0,Single,maintenance
37683,2024-10-16,Jasola Vihar,New Delhi,4.67,25.26,38.56,28.0,Smart Card,peak
42062,2023-09-25,Noida City Centre,Shivaji Park,7.13,32.53,119.76,21.0,Smart Card,off-peak
80669,2022-12-16,Jasola Vihar,Netaji Subhash Place,1.82,136.21,25.21,21.0,Single,festival
35276,2022-03-23,KALKAJI MANDIR,Shivaji Park,4.27,23.16,54.28,23.0,Tourist Card,festival
23279,2023-10-10,AIIMS,Kirti Nagar,1.43,27.69,98.76,,Smart Card,peak
123501,2024-09-09,Noida City Centre,Inderlok,8.97,149.89,5.38,15.0,Smart Card,peak
98712,2023-12-06,Noida City Centre,Laxmi Nagar,0.54,156.19,84.39,14.0,Single,off-peak
61475,2023-08-31,Jasola Vihar,Kalkaji Mandir,5.16,70.62,114.75,22.0,Tourist Card,weekend
131619,2023-01-10,Rajiv Chowk,Kashmere Gate,1.53,152.75,30.45,25.0,Tourist Card,off-peak
118032,2022-10-19,Rajiv Chowk,Netaji Subhash Place,4.1,130.61,90.36,25.0,Tourist Card,
125503,2023-02-03,Janakpuri West,Kalkaji Mandir,4.14,126.08,81.47,24.0,Tourist Card,
14962,2024-04-21,Noida City Centre,AIIMS,1.53,170.13,97.04,25.0,Tourist Card,peak
55643,2022-01-23,Janakpuri West,New Delhi,11.49,147.62,13.5,9.0,Tourist Card,festival
2063,2024-06-02,Noida City Centre,Rajouri Garden,7.97,132.67,82.93,19.0,Tourist Card,maintenance
75274,2022-04-21,Dilshad Garden,Rajouri Garden,4.59,145.35,112.63,32.0,Tourist Card,maintenance
54407,2023-09-20,Rajiv Chowk,Punjabi Bagh,7.3,55.09,19.46,18.0,Smart Card,
19698,2024-01-23,Janakpuri West,Hauz Khas,5.44,152.37,82.11,25.0,Single,weekend
91084,2024-06-07,INDERLOK,Janakpuri West,0.9400000000000001,85.46,75.82,24.0,Tourist Card,off-peak
18796,2023-09-28,Mandi House,Barakhamba Road,1.3900000000000001,36.35,116.97,20.0,Smart Card,
99541,2024-12-25,Rajouri Garden,Old Delhi,1.72,49.21,45.83,16.0,Smart Card,maintenance
2496,2023-06-24,Noida City Centre,Kirti Nagar,3.95,97.39,25.15,16.0,Tourist Card,peak
44648,2022-08-23,Noida City Centre,Kirti Nagar,0.56,153.56,92.92,27.0,Tourist Card,peak
83627,2024-10-20,Model Town,Barakhamba Road,1.45,170.33,27.85,31.0,Single,
82908,2022-02-11,Rajiv Chowk,Barakhamba Road,3.37,92.37,84.07,17.0,Single,peak
68438,2024-08-04,Rajouri Garden,Noida City Centre,1.43,68.72,5.66,18.0,Single,festival
10899,2022-05-20,Central Secretariat,Model Town,14.02,62.11,92.93,23.0,Tourist Card,
24394,2022-04-24,Central Secretariat,Inderlok,7.25,89.38,112.41,20.0,Single,peak
113992,2024-11-14,Noida City Centre,Dilshad Garden,10.74,110.18,67.59,22.0,Single,maintenance
57580,2023-01-24,Hauz Khas,Jasola Vihar,5.71,138.04,36.0,23.0,Smart Card,peak
31259,2023-01-30,Janakpuri West,New Delhi,5.11,144.27,62.64,16.0,Tourist Card,
116769,2022-12-26,Laxmi Nagar,Chandni Chowk,10.14,121.7,44.1,23.0,Tourist Card,weekend
96935,2022-04-07,Noida City Centre,Kashmere Gate,4.89,136.41,107.37,18.0,Single,weekend
136820,2022-10-24,Mandi House,Netaji Subhash Place,9.44,86.51,64.98,17.0,Tourist Card,maintenance
105878,2023-02-16,Central Secretariat,Laxmi Nagar,5.49,75.96,10.76,21.0,Smart Card,peak
41484,2024-11-26,New Delhi,Janakpuri West,12.49,72.25,117.43,18.0,Single,
89559,2023-09-12,Rajiv Chowk,Dilshad Garden,0.63,37.24,82.79,20.0,Tourist Card,
28275,2023-12-02,Noida City Centre,Dilshad Garden,8.89,121.14,72.69,23.0,Tourist Card,peak
66947,2022-05-13,Rajouri Garden,Laxmi Nagar,4.91,102.34,7.38,12.0,Smart Card,festival
113530,2022-12-03,Noida City Centre,Laxmi Nagar,24.22,31.65,89.15,30.0,Single,off-peak
29354,2023-11-13,Laxmi Nagar,Dilshad Garden,2.0,194.39,14.1,20.0,Tourist Card,
129659,2023-08-12,Kalkaji Mandir,Punjabi Bagh,5.27,102.16,80.27,21.0,Tourist Card,off-peak
86578,2023-11-12,Rajiv Chowk,Central Secretariat,5.69,89.11,21.53,19.0,Tourist Card,off-peak
88631,2022-11-19,model town,Punjabi Bagh,0.6000000000000001,43.93,26.85,19.0,Smart Card,
66286,2022-08-31,Rajiv Chowk,Punjabi Bagh,4.44,17.04,80.85,15.0,Tourist Card,festival
29532,2023-01-18,Rajiv Chowk,Rajiv Chowk,2.96,65.34,73.22,20.0,Single,festival
49688,2022-09-29,Rajiv Chowk,Central Secretariat,5.9,102.56,102.68,22.0,Tourist Card,festival
57864,2023-09-30,Noida City Centre,Laxmi Nagar,11.74,80.14,24.52,19.0,Tourist Card,peak
3712,2024-02-24,Jasola Vihar,Rajouri Garden,12.96,36.81,57.84,16.0,Tourist Card,maintenance
95896,2023-09-13,New Delhi,Pragati Maidan,0.53,85.87,114.32,27.0,Smart Card,festival
121039,2024-05-03,Hauz Khas,Dilshad Garden,7.75,184.88,31.53,19.0,Tourist Card,off-peak
30634,2023-11-13,Noida City Centre,Shivaji Park,2.81,115.34,18.84,28.0,Tourist Card,
49329,2022-02-27,Rajiv Chowk,Punjabi Bagh,1.9,113.21,111.32,31.0,Smart Card,peak
138026,2022-08-14,Rajiv Chowk,Barakhamba Road,3.54,34.56,79.62,20.0,Tourist Card,maintenance
86631,2023-09-10,New Delhi,Rajiv Chowk,7.63,121.28,63.54,19.0,Smart Card,
68197,2024-08-25,Hauz Khas,Kashmere Gate,6.84,95.63,14.95,22.0,Tourist Card,festival
98533,2024-12-22,hauz khas,Inderlok,22.15,77.68,45.82,20.0,Tourist Card,off-peak
87977,2024-10-11,Kashmere Gate,Pragati Maidan,3.52,99.35,32.84,17.0,Tourist Card,off-peak
135760,2024-12-29,AIIMS,Laxmi Nagar,12.39,156.41,79.28,14.0,Tourist Card,festival
110591,2024-12-12,Noida City Centre,Kirti Nagar,16.88,29.06,99.59,28.0,Smart Card,festival
143509,2023-03-11,Rajiv Chowk,Noida City Centre,2.13,113.73,69.21,20.0,Tourist Card,off-peak
